Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
971979055,52,M,4,Post-Graduate,Unknown,NE,53010,yes,no,no,cellular,Govt,64142,2
960211891,59,M,1,High School,Unknown,GA,90250,no,no,no,telephone,Govt,106491,1
918814949,58,M,0,Doctorate,Married,VA,91615,no,no,yes,telephone,Selfemployeed,67145,4
956623995,37,F,0,Unknown,Unknown,MA,90277,no,no,yes,telephone,Selfemployeed,53611,2
924627347,59,M,4,Doctorate,Unknown,PA,72120,yes,yes,no,cellular,Govt,62038,2
937385696,20,M,1,Post-Graduate,Married,UT,72058,no,yes,yes,unknown,Selfemployeed,109854,3
962092888,30,M,0,High School,Married,AR,91615,yes,yes,yes,cellular,Selfemployeed,110911,4
933528453,47,F,1,Graduate,Married,NV,90291,yes,no,yes,telephone,Retirees,114988,2
910117988,44,F,1,Post-Graduate,Married,AR,91723,no,yes,yes,unknown,Businessman,19938,3
959476001,69,M,1,High School,Unknown,UT,53022,yes,no,no,unknown,White-collar,97200,4
973863413,42,F,3,Doctorate,Unknown,NE,91307,yes,no,yes,cellular,Selfemployeed,14975,5
913141087,50,F,5,Uneducated,Single,OR,90250,yes,yes,yes,unknown,White-collar,47271,3
906789850,49,F,1,Uneducated,Single,IA,90094,yes,no,no,unknown,White-collar,20669,5
987529405,61,F,3,Unknown,Unknown,GA,90660,yes,yes,no,telephone,Retirees,97807,1
972556484,54,F,4,High School,Single,AK,90706,no,no,yes,telephone,Selfemployeed,52187,1
901980765,26,F,0,Uneducated,Unknown,UT,91615,yes,yes,yes,unknown,Govt,116439,1
912517517,35,F,5,Graduate,Single,FL,90025,no,no,no,unknown,White-collar,48210,1
931726318,45,F,0,High School,Married,FL,90025,no,yes,no,cellular,Selfemployeed,29043,2
922321899,67,F,5,Graduate,Single,NV,90706,no,yes,no,cellular,Blue-collar,55187,1
954547971,71,F,0,Graduate,Married,NY,86446,no,no,yes,unknown,Govt,35281,2
965181648,68,M,5,Uneducated,Married,MI,91007,no,no,yes,telephone,Blue-collar,56615,2
964606833,21,M,0,High School,Married,IA,91701,no,yes,no,unknown,Blue-collar,46596,4
928688676,20,F,0,Doctorate,Married,UT,91615,yes,no,yes,unknown,White-collar,66000,2
953826716,67,M,0,Post-Graduate,Single,MI,90670,yes,no,no,telephone,Blue-collar,34503,2
907869910,31,M,0,Uneducated,Unknown,FL,90250,yes,no,yes,telephone,Retirees,20157,1
922097220,24,F,4,Uneducated,Married,WA,72076,no,yes,no,cellular,Retirees,68950,2
950864911,56,F,1,Doctorate,Single,NJ,90670,yes,yes,no,cellular,White-collar,31796,5
900289289,51,F,2,High School,Married,NV,91750,yes,no,yes,cellular,Selfemployeed,10341,1
952401521,74,M,3,High School,Single,IL,91307,yes,no,yes,cellular,Businessman,25028,3
935594951,28,M,2,Graduate,Single,AR,90670,no,yes,yes,telephone,Selfemployeed,11582,1
961070189,60,F,2,Doctorate,Single,FL,90660,yes,no,yes,unknown,Selfemployeed,95230,2
938285503,54,F,5,Doctorate,Unknown,NJ,85260,no,yes,yes,cellular,Selfemployeed,88734,5
956775103,38,F,1,High School,Single,HI,90094,yes,no,yes,cellular,Selfemployeed,5525,1
993494928,67,M,5,Graduate,Single,UT,90291,no,no,no,telephone,Govt,14975,5
998046763,35,M,1,Uneducated,Unknown,IL,91010,no,no,yes,telephone,Businessman,69005,3
974593961,22,M,1,Unknown,Unknown,HI,53010,no,yes,no,unknown,Govt,63139,3
988834863,39,M,0,Post-Graduate,Single,AZ,90275,yes,yes,no,unknown,Blue-collar,34732,4
996423126,43,F,4,Uneducated,Unknown,MN,90255,yes,yes,yes,telephone,Selfemployeed,84658,4
965319931,73,F,0,High School,Married,MA,90277,no,yes,no,cellular,Retirees,74111,1
920776478,75,F,4,Post-Graduate,Married,OR,86446,yes,no,no,cellular,White-collar,9535,4
925487660,52,F,5,Unknown,Unknown,NM,90291,no,no,yes,cellular,White-collar,95534,5
939823450,43,M,4,Unknown,Unknown,AZ,53010,no,yes,yes,unknown,Govt,57086,4
929219319,71,M,5,Graduate,Single,MA,53022,yes,no,yes,cellular,Govt,54376,5
907849494,30,F,2,Post-Graduate,Unknown,IL,91007,yes,no,no,cellular,Retirees,57981,4
977736262,68,F,2,Graduate,Single,CA,91701,yes,yes,yes,telephone,Selfemployeed,16153,4
998748972,27,M,4,Uneducated,Married,NM,53010,no,no,yes,cellular,Businessman,24410,4
972772208,55,F,4,Doctorate,Unknown,AZ,90036,no,no,yes,telephone,Blue-collar,15641,2
908181586,57,M,5,Doctorate,Single,NY,91711,yes,yes,yes,cellular,White-collar,37310,2
942091325,59,F,0,Doctorate,Single,MA,91730,no,no,no,unknown,Blue-collar,23256,4
907672593,39,F,5,Post-Graduate,Married,NM,91724,yes,no,yes,cellular,Businessman,22575,5
906729990,54,F,0,Doctorate,Unknown,AZ,91711,no,no,no,cellular,Govt,91316,1
978406989,67,F,2,Uneducated,Married,MA,53022,yes,yes,yes,telephone,White-collar,12937,3
963993471,44,F,1,Graduate,Single,MN,90275,yes,yes,no,telephone,Blue-collar,147696,2
967491435,54,F,4,Post-Graduate,Single,FL,90036,no,no,no,telephone,Govt,11406,4
971286543,44,F,0,Graduate,Unknown,AZ,86446,yes,no,no,cellular,Businessman,14975,3
921130263,48,M,5,Post-Graduate,Single,AZ,91711,yes,no,yes,cellular,Blue-collar,14975,2
907634247,37,M,2,Graduate,Unknown,GA,90275,no,yes,no,unknown,Selfemployeed,25848,1
968159587,65,M,0,Unknown,Married,OH,72076,yes,yes,yes,cellular,Govt,62985,5
910752378,37,M,5,Graduate,Unknown,SC,91724,no,yes,yes,unknown,Businessman,7865,4
924941004,21,M,4,Doctorate,Unknown,NY,53022,yes,no,yes,telephone,Blue-collar,14998,1
909196777,73,F,4,Unknown,Single,UT,72076,no,no,yes,telephone,Selfemployeed,34758,2
979864260,54,F,3,Graduate,Single,MN,90660,yes,no,yes,telephone,Selfemployeed,12315,4
909121552,35,M,1,Post-Graduate,Unknown,GA,90660,yes,no,no,unknown,Businessman,14975,3
990625494,60,F,3,Post-Graduate,Single,NM,90201,yes,no,yes,cellular,Retirees,6550,5
931568532,55,M,2,Post-Graduate,Single,NE,90201,yes,yes,no,telephone,White-collar,35093,2
954193837,52,M,0,High School,Single,HI,90670,no,no,no,cellular,Businessman,14975,5
916090908,23,F,2,Uneducated,Unknown,OH,72023,no,no,no,cellular,Selfemployeed,39358,4
976460539,52,F,5,Post-Graduate,Single,AR,90706,no,no,no,telephone,Selfemployeed,79048,1
933046464,33,F,4,Unknown,Unknown,NE,99504,no,yes,no,unknown,Businessman,60893,5
977701200,40,M,3,Post-Graduate,Single,AK,91010,no,no,no,cellular,Retirees,9535,3
979795010,67,F,3,High School,Married,OR,90277,no,yes,no,telephone,White-collar,22973,2
905334035,39,M,3,Doctorate,Single,OR,90660,no,yes,yes,cellular,Blue-collar,10119,3
983131979,75,M,2,Unknown,Single,FL,86503,yes,yes,no,cellular,Businessman,42620,5
911003626,27,M,4,High School,Unknown,OH,90277,yes,yes,yes,cellular,White-collar,13327,1
956267415,26,F,0,Doctorate,Unknown,AR,72076,yes,yes,no,cellular,White-collar,2565,1
988231132,22,F,5,Unknown,Single,HI,54101,yes,no,no,cellular,Govt,5525,3
978339168,36,M,0,Graduate,Married,AK,86503,no,no,no,unknown,Selfemployeed,59739,4
975863473,52,F,2,Uneducated,Single,NV,90250,no,yes,no,unknown,Blue-collar,23479,4
970166708,67,F,5,Uneducated,Single,CT,91010,no,yes,yes,telephone,Businessman,8250,1
942462441,31,F,3,High School,Married,NV,85260,yes,yes,yes,unknown,Selfemployeed,26113,3
934999379,70,M,1,Doctorate,Unknown,AR,90025,no,no,yes,unknown,Govt,92745,3
927415205,41,M,2,Uneducated,Single,AK,90019,yes,no,no,unknown,Govt,53616,3
989889098,74,F,2,Doctorate,Unknown,MA,99504,no,yes,no,cellular,Selfemployeed,48695,5
996125636,41,M,4,Doctorate,Unknown,VA,54101,no,no,no,cellular,Retirees,62929,4
942169044,65,F,0,High School,Married,NV,90026,no,no,yes,telephone,White-collar,70329,4
932035886,49,F,2,High School,Married,NV,90026,no,yes,no,telephone,Businessman,75415,5
935650176,57,F,2,High School,Unknown,NJ,72120,yes,yes,yes,telephone,Businessman,37550,2
953121477,57,F,3,Uneducated,Single,AK,90266,yes,no,yes,cellular,Businessman,46959,5
917566185,64,M,3,High School,Unknown,IL,72023,no,no,no,unknown,Selfemployeed,5225,3
990152735,70,M,5,Uneducated,Single,UT,72058,yes,no,no,unknown,Retirees,18635,5
986637649,73,M,1,High School,Single,NY,91010,no,yes,yes,cellular,Blue-collar,66732,3
940264926,27,F,4,Post-Graduate,Married,GA,85260,no,yes,yes,telephone,Govt,20583,1
961367643,46,F,1,Doctorate,Single,MN,90706,no,yes,yes,telephone,Selfemployeed,63176,3
942436584,46,F,5,High School,Single,VA,90706,no,no,no,telephone,Blue-collar,48335,4
909736572,53,M,3,Unknown,Unknown,OH,91106,yes,no,no,cellular,Govt,14975,5
901250299,40,F,0,Doctorate,Married,IA,90201,no,yes,no,telephone,Govt,90551,3
961510041,49,M,3,Doctorate,Single,WA,90266,no,no,no,telephone,Retirees,14975,2
983370583,52,M,4,High School,Single,NV,91701,yes,yes,no,cellular,White-collar,19091,1
975563727,47,M,3,Graduate,Married,HI,54101,no,no,no,unknown,Businessman,20085,2
913419256,66,M,4,High School,Unknown,NJ,86503,yes,yes,yes,cellular,Blue-collar,14975,2
909832887,52,M,4,Doctorate,Married,IA,91106,no,no,yes,cellular,Selfemployeed,38228,2
972160068,24,M,4,Unknown,Married,AR,91730,no,no,yes,cellular,Blue-collar,29680,1
928609087,67,F,5,Doctorate,Single,MO,90302,no,yes,no,cellular,White-collar,6550,1
967898694,38,F,4,Unknown,Single,CT,91010,no,yes,yes,unknown,Businessman,71005,1
935594597,23,M,4,Uneducated,Unknown,UT,91723,no,yes,no,telephone,Blue-collar,50508,1
917778019,54,M,0,Post-Graduate,Single,OH,90036,no,yes,no,cellular,White-collar,14237,2
946843172,68,F,1,Doctorate,Single,IA,53010,yes,yes,yes,unknown,Selfemployeed,82743,4
909233013,36,M,2,High School,Married,TX,86503,no,no,no,telephone,Retirees,94374,4
932787299,63,M,1,Uneducated,Single,UT,90275,yes,yes,yes,telephone,Govt,70909,1
949597086,47,F,4,Post-Graduate,Unknown,NE,53022,yes,yes,yes,telephone,Selfemployeed,16293,5
938250360,49,M,0,High School,Married,CO,72023,no,yes,no,cellular,Businessman,2565,3
921172421,48,M,3,Graduate,Unknown,OH,91723,yes,yes,yes,cellular,Govt,49194,5
958812137,65,M,0,High School,Married,AZ,90302,no,yes,yes,telephone,Selfemployeed,58730,5
972909480,72,F,4,Unknown,Single,IL,90094,yes,no,yes,telephone,Selfemployeed,14975,5
994427530,25,F,0,Unknown,Married,WA,72120,no,yes,yes,telephone,Selfemployeed,14975,4
940603163,54,F,0,Graduate,Married,NJ,91106,yes,yes,no,telephone,Selfemployeed,107905,3
982097999,60,M,4,Uneducated,Single,IL,91007,yes,yes,yes,telephone,Govt,227434,5
987775215,56,M,5,Post-Graduate,Single,IL,85260,no,no,yes,telephone,Businessman,14975,1
970993218,43,F,0,High School,Unknown,AR,90201,yes,no,yes,unknown,White-collar,65003,4
901049999,48,M,2,Unknown,Unknown,UT,91723,no,yes,no,telephone,Blue-collar,47979,1
989639081,68,M,2,Uneducated,Single,CO,90026,no,yes,yes,cellular,Retirees,33437,1
974437458,65,M,0,Graduate,Single,SC,90302,no,no,no,cellular,Blue-collar,212134,5
940181935,72,M,5,Doctorate,Single,MI,91307,no,no,yes,cellular,Blue-collar,5225,1
989038526,50,M,3,Unknown,Married,NY,91711,no,no,yes,telephone,Retirees,1250,3
913903144,54,F,4,Graduate,Married,NV,90250,yes,yes,yes,cellular,Govt,181977,1
918024248,52,M,2,High School,Married,NY,91106,yes,yes,no,unknown,Businessman,27340,5
935496015,71,F,3,Post-Graduate,Single,AR,99504,yes,no,no,telephone,Retirees,37836,1
915492573,40,M,0,Unknown,Unknown,VA,90670,no,yes,no,cellular,Businessman,76386,4
914366125,51,F,3,Unknown,Single,IA,91615,yes,no,no,unknown,Govt,25945,4
999645480,42,M,1,High School,Married,SC,86503,yes,no,no,unknown,Blue-collar,32918,4
974252420,52,F,2,Doctorate,Married,PA,90277,yes,no,no,cellular,Businessman,72285,2
920863865,22,M,0,Uneducated,Single,TX,91701,yes,yes,yes,unknown,Govt,77305,4
936553958,37,F,4,Post-Graduate,Single,SC,91106,yes,no,no,cellular,Govt,80795,4
937816686,44,M,5,Unknown,Married,NE,90036,no,no,yes,unknown,White-collar,32474,2
981178885,61,F,0,Post-Graduate,Married,CO,91007,no,yes,no,telephone,Retirees,88059,4
928270233,50,M,4,Unknown,Married,GA,53010,yes,no,no,telephone,White-collar,101342,5
996316277,73,F,5,Post-Graduate,Single,NM,91724,no,yes,no,telephone,Blue-collar,42568,4
946020613,22,F,5,Graduate,Married,GA,85260,no,no,yes,telephone,Retirees,63330,4
927326368,59,M,0,Unknown,Married,SC,90302,yes,yes,no,telephone,Blue-collar,48695,2
992274302,65,M,3,Post-Graduate,Unknown,GA,91106,yes,no,no,cellular,White-collar,19125,5
985125977,43,F,3,Uneducated,Single,NJ,90670,no,no,yes,telephone,Govt,59407,1
935431319,69,M,5,Graduate,Unknown,AZ,91106,yes,no,yes,telephone,Blue-collar,28402,3
967834855,51,F,3,Graduate,Unknown,AK,90291,no,no,yes,telephone,Retirees,76141,5
965569635,66,F,1,Uneducated,Married,NE,90019,no,no,yes,telephone,Retirees,2565,1
933704923,41,F,5,Post-Graduate,Single,NE,91007,yes,yes,no,unknown,Blue-collar,109854,5
906818112,42,M,5,High School,Married,NJ,90029,no,yes,yes,telephone,Retirees,14975,1
912388090,21,F,4,Uneducated,Single,OR,90250,no,no,no,telephone,Govt,100614,1
985132217,46,F,3,Post-Graduate,Unknown,UT,72120,no,no,no,cellular,Govt,35216,5
956851377,61,M,5,Uneducated,Single,HI,91307,yes,no,yes,unknown,Retirees,87802,2
937135391,21,M,1,Uneducated,Married,OH,90291,yes,yes,no,cellular,Blue-collar,33439,5
905917225,45,M,4,Unknown,Married,TX,91615,yes,yes,yes,telephone,White-collar,67917,5
900475894,36,M,0,Post-Graduate,Married,IA,90025,yes,no,no,cellular,Retirees,13328,1
944769200,59,F,5,High School,Single,AK,90277,no,yes,yes,cellular,Retirees,57264,3
917558317,52,F,1,Unknown,Unknown,NM,91701,yes,no,yes,telephone,Retirees,14975,1
985511909,28,F,2,Uneducated,Unknown,NM,91307,yes,no,yes,unknown,Retirees,14379,4
935159040,62,F,1,Doctorate,Single,CA,53010,yes,no,yes,unknown,Blue-collar,97182,5
921687165,73,M,1,Uneducated,Married,HI,90660,yes,yes,yes,cellular,White-collar,61058,5
999486328,67,F,4,Uneducated,Unknown,IL,91723,no,no,yes,telephone,White-collar,170823,2
959302158,58,F,0,Post-Graduate,Married,MA,90670,no,no,no,cellular,Businessman,66582,1
974045292,48,M,2,Post-Graduate,Single,NM,90025,no,no,no,cellular,Retirees,93526,2
994713081,61,F,3,Unknown,Married,CO,90302,yes,yes,no,cellular,Retirees,190888,5
957403166,74,F,3,High School,Unknown,AZ,91724,yes,yes,yes,telephone,Businessman,63708,1
975283645,45,F,1,Unknown,Unknown,NY,85260,no,yes,no,telephone,White-collar,26521,1
901297845,54,F,4,Graduate,Married,CA,90291,yes,no,yes,unknown,Selfemployeed,72829,4
915015458,69,F,4,Uneducated,Single,NV,98815,yes,yes,no,telephone,Govt,14975,4
910099059,44,F,3,Doctorate,Married,CT,72023,no,no,no,cellular,Selfemployeed,32007,3
992747083,43,M,2,Uneducated,Single,SC,90025,no,yes,yes,cellular,White-collar,14975,4
920005727,32,M,0,Uneducated,Married,MA,91007,yes,no,no,unknown,Retirees,32132,1
973227889,26,F,2,Unknown,Unknown,NE,90036,yes,yes,no,telephone,Selfemployeed,44739,4
904835614,55,F,5,Doctorate,Single,AK,98815,yes,no,no,cellular,Blue-collar,37270,3
949555330,64,M,5,Doctorate,Single,NE,72076,no,yes,yes,unknown,Blue-collar,91434,5
978183110,39,F,0,Doctorate,Single,MO,90201,no,yes,no,unknown,Businessman,42224,4
974158663,20,F,3,Unknown,Unknown,NM,98815,no,yes,yes,cellular,White-collar,178027,1
919876811,27,F,0,Uneducated,Married,AZ,91007,no,no,no,cellular,White-collar,78702,5
957684996,65,M,4,Unknown,Unknown,HI,98815,yes,yes,no,telephone,Selfemployeed,7865,1
917105448,35,F,5,Post-Graduate,Single,PA,91615,no,yes,no,unknown,Retirees,36894,5
905614174,33,M,1,Post-Graduate,Married,NY,99504,no,yes,no,cellular,White-collar,117030,1
941373735,31,F,1,Unknown,Unknown,MN,53022,yes,yes,yes,unknown,Selfemployeed,14975,4
948942697,70,M,3,Doctorate,Single,NM,99504,yes,no,no,telephone,Selfemployeed,34145,4
905354599,42,M,4,Uneducated,Single,TX,99504,yes,yes,yes,cellular,Govt,6550,3
948024342,34,F,2,Unknown,Unknown,MI,53012,no,no,yes,telephone,Govt,69653,5
928195995,47,M,4,Unknown,Unknown,CA,90706,yes,no,no,unknown,White-collar,64324,3
991545441,53,F,1,Unknown,Unknown,MN,91615,yes,no,no,telephone,Selfemployeed,24393,2
933491314,21,M,1,Graduate,Single,AR,86503,no,no,yes,telephone,Businessman,23179,4
989514287,51,F,5,Post-Graduate,Unknown,MI,86503,no,yes,yes,unknown,Businessman,61117,5
913796726,42,F,4,Doctorate,Single,CT,90019,yes,no,no,telephone,Govt,73371,3
947469942,41,M,4,High School,Unknown,MI,98815,no,no,no,unknown,White-collar,35126,3
975146293,70,F,1,Doctorate,Single,IL,53012,yes,no,no,cellular,Retirees,11963,2
954543049,44,F,2,High School,Single,GA,91750,yes,no,no,unknown,Businessman,31226,3
983303777,41,M,3,Graduate,Married,AR,90660,no,yes,no,unknown,Businessman,56214,1
920743797,41,F,3,Unknown,Unknown,HI,90201,yes,yes,yes,cellular,Govt,71694,4
931774346,68,F,4,Graduate,Unknown,IA,90025,no,no,no,unknown,Govt,35491,3
921810617,71,M,3,Graduate,Single,IA,72023,no,no,no,cellular,White-collar,14975,3
923763566,61,M,1,Uneducated,Single,SC,54101,no,no,yes,cellular,Govt,44057,2
955337219,25,F,1,Post-Graduate,Single,OH,91010,yes,yes,no,unknown,Blue-collar,10979,1
903326769,34,F,4,High School,Married,IA,98815,no,yes,no,telephone,Selfemployeed,23179,3
924073380,73,M,4,Unknown,Married,IL,90706,no,yes,yes,telephone,Businessman,112593,4
998860009,62,M,5,High School,Single,SC,90255,yes,yes,no,cellular,Blue-collar,53547,4
944585178,56,F,4,Doctorate,Unknown,NJ,90660,yes,yes,yes,telephone,Retirees,6550,3
955259205,52,M,2,High School,Unknown,CT,91730,yes,no,no,telephone,Blue-collar,37908,1
989913412,27,F,3,Doctorate,Married,MI,91615,yes,yes,no,unknown,White-collar,112956,4
998657752,72,F,4,Post-Graduate,Married,CT,91750,no,yes,no,cellular,Retirees,23812,4
933308443,63,F,0,Doctorate,Single,GA,91730,no,no,yes,cellular,Retirees,58665,1
935810056,63,F,5,High School,Unknown,UT,72023,no,yes,yes,unknown,Govt,11504,1
921367172,24,F,0,High School,Single,HI,99504,yes,yes,yes,telephone,Blue-collar,50295,3
994123965,58,M,1,Doctorate,Married,AZ,53012,yes,yes,yes,cellular,White-collar,14975,5
914508349,23,M,3,Graduate,Unknown,NM,90025,no,no,no,telephone,Businessman,115410,2
951343880,25,M,4,Post-Graduate,Unknown,NJ,91007,yes,yes,yes,cellular,Govt,16146,5
905197528,64,M,0,Uneducated,Married,WA,54101,yes,no,yes,cellular,Blue-collar,12150,5
963174945,51,F,3,Unknown,Single,CT,90660,no,no,yes,cellular,Businessman,63689,4
929854548,71,F,1,High School,Single,NV,72058,no,yes,no,cellular,Blue-collar,5525,1
926786211,49,F,2,Unknown,Unknown,NM,90660,yes,yes,no,telephone,Govt,18991,4
961780854,66,F,5,Uneducated,Married,PA,90094,yes,yes,yes,telephone,Businessman,113871,2
946930359,54,M,3,Unknown,Unknown,WA,91010,yes,yes,yes,telephone,Govt,14975,3
940962024,74,F,3,Uneducated,Married,AZ,90094,no,no,no,telephone,Blue-collar,43782,2
930547349,59,F,2,Doctorate,Single,MO,90026,no,yes,yes,unknown,Retirees,34852,4
929920292,71,M,3,Graduate,Married,OH,99504,no,no,yes,cellular,Selfemployeed,52666,4
903176186,35,M,1,High School,Single,UT,86503,no,no,yes,cellular,Retirees,100055,4
988588154,32,M,1,Uneducated,Married,NY,99504,no,no,yes,cellular,Govt,35311,4
925921441,69,M,2,Unknown,Unknown,MO,90036,yes,no,no,unknown,Govt,106054,5
953481198,61,F,5,High School,Single,NY,91307,yes,no,no,telephone,Govt,61997,3
944058573,49,F,4,Graduate,Unknown,FL,90029,yes,yes,no,cellular,Businessman,14975,5
937393469,38,M,0,Doctorate,Unknown,IL,91730,no,no,yes,telephone,White-collar,21122,4
909317495,36,F,4,High School,Single,NE,91711,no,no,yes,telephone,Govt,92969,1
937463522,75,F,3,Uneducated,Single,MN,91615,no,yes,no,unknown,Retirees,1250,5
947130035,38,F,0,Graduate,Unknown,NM,53022,yes,yes,no,unknown,Selfemployeed,80120,4
986098221,47,M,2,Unknown,Unknown,VA,72058,no,no,no,telephone,Govt,77813,4
968371272,74,F,2,Graduate,Unknown,IL,90255,no,no,yes,cellular,Govt,101609,3
953643924,45,M,5,Graduate,Unknown,SC,85260,yes,yes,no,cellular,Govt,115089,2
991203377,56,F,0,Post-Graduate,Single,TX,86446,no,no,yes,unknown,Businessman,14975,5
971969657,45,F,1,Graduate,Single,MA,91723,yes,yes,yes,unknown,Govt,49701,5
944446182,72,F,0,Graduate,Unknown,AR,86503,no,yes,no,unknown,Retirees,72587,5
903704481,42,M,3,High School,Married,MI,90670,no,no,no,unknown,Blue-collar,38813,4
915480907,28,F,1,Unknown,Married,MA,91307,yes,yes,yes,unknown,White-collar,21241,3
935059710,31,M,2,High School,Single,MN,90026,yes,no,no,unknown,Govt,55025,4
923966966,72,M,0,High School,Unknown,UT,86446,yes,no,no,unknown,Businessman,12584,4
977925434,20,M,4,Uneducated,Unknown,UT,86503,yes,no,yes,cellular,Retirees,88101,1
935630292,20,F,5,High School,Single,TX,91724,yes,yes,yes,unknown,Govt,14975,3
905134794,66,F,4,Post-Graduate,Married,PA,91615,yes,no,yes,unknown,Businessman,46022,5
914549543,53,F,5,Post-Graduate,Married,PA,54101,no,yes,yes,cellular,Blue-collar,24968,2
980070438,51,F,3,Uneducated,Married,MO,91711,no,no,yes,cellular,Selfemployeed,117452,5
958326160,73,M,4,Doctorate,Single,OR,99504,yes,no,no,telephone,Govt,11925,4
946397338,67,M,0,Unknown,Married,CO,91010,no,yes,yes,unknown,Retirees,40843,3
997783662,44,M,0,Unknown,Single,NM,72058,yes,no,yes,unknown,Businessman,14975,3
942101056,59,F,4,High School,Single,CA,90291,no,no,yes,unknown,Businessman,34882,3
958571795,64,M,0,High School,Unknown,CO,91010,yes,yes,no,unknown,Govt,201510,1
981363974,72,F,3,Doctorate,Married,CT,54101,no,yes,yes,telephone,Businessman,102430,5
968642041,20,M,1,High School,Single,FL,90291,no,yes,yes,cellular,Selfemployeed,35049,1
915521714,35,F,3,Unknown,Married,NE,53022,no,no,yes,cellular,Businessman,5525,2
951700055,58,F,5,Graduate,Married,IA,91615,no,yes,no,unknown,White-collar,2565,4
977388337,24,M,3,Post-Graduate,Unknown,FL,91724,no,yes,yes,unknown,White-collar,96333,1
925511941,41,M,5,Graduate,Married,CA,91307,yes,no,yes,unknown,Businessman,19414,1
934188276,48,M,0,Graduate,Unknown,AR,90019,yes,yes,yes,telephone,Govt,14975,4
905957459,74,M,1,Unknown,Single,MO,99504,yes,no,no,telephone,White-collar,71873,3
995131550,22,F,0,Graduate,Married,MN,91750,no,no,no,cellular,Retirees,146232,4
958526649,31,M,2,Doctorate,Single,NY,91106,yes,yes,no,unknown,White-collar,32188,5
900226999,45,M,0,Uneducated,Married,UT,53012,no,no,no,unknown,Businessman,47872,4
969782527,35,M,5,High School,Single,CA,90026,no,yes,yes,unknown,Govt,41853,3
972269803,70,F,0,Uneducated,Married,NE,99504,no,yes,yes,unknown,Blue-collar,35040,4
992188405,56,F,0,Post-Graduate,Married,OR,98815,yes,yes,no,telephone,Govt,26595,1
996560259,41,M,1,High School,Married,VA,90275,no,yes,no,cellular,Govt,19513,2
999582853,48,F,0,Graduate,Married,WA,99504,yes,no,yes,cellular,Govt,105980,1
998923524,33,M,1,Post-Graduate,Married,HI,90302,yes,no,yes,telephone,Retirees,14975,2
990010234,47,F,4,High School,Married,MO,72120,no,yes,no,unknown,Selfemployeed,92511,4
926445607,24,F,2,Doctorate,Married,OH,91010,no,yes,no,cellular,Businessman,42278,5
948884978,66,F,1,Doctorate,Married,OR,91723,yes,no,no,cellular,Selfemployeed,228087,4
957887757,68,F,5,Doctorate,Married,VA,91730,yes,yes,no,telephone,Blue-collar,33327,3
909391725,49,M,4,Doctorate,Single,SC,91307,yes,no,yes,unknown,Selfemployeed,15622,4
989152472,65,M,1,Graduate,Unknown,OR,90019,yes,yes,no,cellular,Businessman,111102,2
944318698,71,M,1,Uneducated,Married,IA,53012,yes,no,no,unknown,Businessman,21036,1
983638503,24,F,2,High School,Unknown,MA,90201,yes,no,yes,cellular,Blue-collar,23698,5
942133044,31,M,5,Graduate,Married,IA,53022,no,no,yes,telephone,Businessman,27661,4
989038359,35,M,3,Doctorate,Married,IL,90275,yes,yes,yes,unknown,Blue-collar,14975,4
916726926,45,M,3,Uneducated,Single,MO,91723,yes,yes,yes,telephone,Blue-collar,57598,1
996603781,45,F,1,Post-Graduate,Single,WA,90277,yes,yes,yes,cellular,Businessman,14975,5
940308572,67,F,0,Post-Graduate,Unknown,NJ,53012,yes,yes,no,telephone,White-collar,102218,4
968064830,40,F,5,Post-Graduate,Single,IA,90275,no,yes,no,telephone,Blue-collar,14975,4
941511484,58,M,4,Doctorate,Single,GA,91724,no,no,no,telephone,Businessman,114707,2
989508850,55,M,0,Post-Graduate,Unknown,FL,91010,yes,no,yes,cellular,White-collar,45652,2
954813568,52,M,0,Unknown,Single,AR,90670,yes,no,no,unknown,Blue-collar,81670,3
943779528,49,F,5,High School,Married,MO,90250,yes,no,yes,telephone,White-collar,113431,1
954009265,56,F,1,High School,Unknown,HI,91106,no,no,no,unknown,Retirees,82832,5
993577729,42,M,1,Doctorate,Unknown,SC,91106,no,no,no,cellular,Govt,12150,4
939682169,29,F,1,Unknown,Married,CO,90670,no,no,yes,unknown,Retirees,65446,4
974411983,73,F,1,Graduate,Single,CT,90275,no,yes,yes,telephone,White-collar,14975,3
917084279,24,F,3,Graduate,Unknown,GA,86503,no,no,no,telephone,Blue-collar,108680,4
925748341,55,F,1,Post-Graduate,Unknown,SC,91106,no,yes,no,telephone,Businessman,13330,1
956431351,53,M,3,Uneducated,Married,MI,91711,yes,no,no,telephone,Selfemployeed,112083,3
989245317,71,F,3,Graduate,Married,NY,91615,no,no,no,telephone,Businessman,25292,1
950888017,50,F,1,Uneducated,Single,IL,90255,no,yes,no,telephone,Selfemployeed,208775,3
990908075,29,F,2,High School,Unknown,SC,91106,yes,no,yes,cellular,Selfemployeed,29683,4
923357554,38,F,4,Uneducated,Single,NY,91307,no,yes,yes,cellular,Blue-collar,35894,3
982613013,51,M,0,High School,Single,UT,90277,yes,no,yes,cellular,White-collar,66000,2
976384014,20,M,3,Unknown,Married,HI,90029,no,yes,yes,unknown,Businessman,17366,5
